id_page;source;followers;date;interactions;posttype;link;v7;id_article
pg_1;-  CIRCOLO  LA LOMBARDIA ATTIVA -;475;Thu Nov 05 2020 23:44:40 GMT+0000;2;Facebook;https://www.facebook.com/groups/1980248708868313/permalink/3212733052286533;128;CT_128
pg_10;#IlMioVotoConta;4540;Thu Oct 15 2020 20:54:14 GMT+0000;0;Facebook;https://www.facebook.com/groups/552746508454213/permalink/1230242437371280;4;CT_4
pg_100;Amazing;95412;Thu Oct 29 2020 14:01:08 GMT+0000;1;Facebook;https://www.facebook.com/Fantasia20019/posts/3524733517588026;18;CT_18
pg_1000;Informati sulla geoingegneria clandestina Marche;15872;Fri Mar 20 2020 10:00:16 GMT+0000;136;Facebook;https://www.facebook.com/1788595904707839/posts/2648063192094435;8;CT_8
pg_1000;Informati sulla geoingegneria clandestina Marche;23993;Fri Jul 31 2020 15:00:11 GMT+0000;330;Facebook;https://www.facebook.com/1788595904707839/posts/2765586827008737;64;CT_64
pg_1000;Informati sulla geoingegneria clandestina Marche;31889;Sat Nov 07 2020 16:00:12 GMT+0000;319;Facebook;https://www.facebook.com/1788595904707839/posts/2779522322281854;64;CT_64
pg_1000;Informati sulla geoingegneria clandestina Marche;31725;Wed Nov 04 2020 16:00:04 GMT+0000;834;Facebook;https://www.facebook.com/1788595904707839/posts/2854265268140892;65;CT_65
pg_1000;Informati sulla geoingegneria clandestina Marche;26570;Sat Aug 29 2020 21:00:30 GMT+0000;1879;Facebook;https://www.facebook.com/1788595904707839/posts/2698762413691179;169;CT_169
pg_1000;Informati sulla geoingegneria clandestina Marche;31283;Thu Oct 29 2020 22:00:06 GMT+0000;1652;Facebook;https://www.facebook.com/1788595904707839/posts/2808542286046524;169;CT_169
pg_1000;Informati sulla geoingegneria clandestina Marche;17862;Wed Apr 29 2020 21:00:09 GMT+0000;167;Facebook;https://www.facebook.com/1788595904707839/posts/2532680606966028;169;CT_169
pg_1000;Informati sulla geoingegneria clandestina Marche;13824;Tue Oct 29 2019 22:00:26 GMT+0000;27;Facebook;https://www.facebook.com/1788595904707839/posts/2509876422579780;169;CT_169
pg_1001;INFORMATICI per C@SO;3334;Thu Oct 22 2020 14:21:25 GMT+0000;2;Facebook;https://www.facebook.com/groups/64407582562/permalink/10157100164372563;33;CT_33
pg_1001;INFORMATICI per C@SO;3333;Thu Oct 29 2020 15:03:58 GMT+0000;1;Facebook;https://www.facebook.com/groups/64407582562/permalink/10157113979652563;33;CT_33
pg_1001;INFORMATICI per C@SO;0;Fri Feb 07 2020 18:28:53 GMT+0000;1;Facebook;https://www.facebook.com/groups/64407582562/permalink/10156434839737563;95;CT_95
pg_1002;Informazione Alternativa;10517;Thu Oct 22 2020 02:59:08 GMT+0000;4;Facebook;https://www.facebook.com/Info.Alternativa13/posts/3417820564950851;47;CT_47
pg_1002;Informazione Alternativa;10517;Wed Oct 14 2020 19:08:28 GMT+0000;21;Facebook;https://www.facebook.com/Info.Alternativa13/posts/3398638476869060;48;CT_48
pg_1002;Informazione Alternativa;11882;Mon Nov 09 2020 17:23:05 GMT+0000;35;Facebook;https://www.facebook.com/Info.Alternativa13/posts/3468853099847597;94;CT_94
pg_1002;Informazione Alternativa;11383;Fri Oct 30 2020 16:27:52 GMT+0000;85;Facebook;https://www.facebook.com/Info.Alternativa13/posts/3440923472640560;135;CT_135
pg_1002;Informazione Alternativa;11929;Mon Nov 16 2020 20:03:46 GMT+0000;140;Facebook;https://www.facebook.com/Info.Alternativa13/posts/3488926081173632;153;CT_153
pg_1002;Informazione Alternativa;11935;Tue Nov 17 2020 19:56:37 GMT+0000;10;Facebook;https://www.facebook.com/Info.Alternativa13/posts/3491694660896774;171;CT_171
pg_1002;Informazione Alternativa;11929;Mon Nov 16 2020 20:03:46 GMT+0000;141;Facebook;https://www.facebook.com/Info.Alternativa13/posts/3488926081173632;172;CT_172
pg_1003;Informazione Campania;2669;Thu Nov 12 2020 10:28:57 GMT+0000;0;Facebook;https://www.facebook.com/groups/407291995990526/permalink/3370416186344744;117;CT_117
pg_1003;Informazione Campania;2669;Fri Nov 13 2020 18:48:34 GMT+0000;0;Facebook;https://www.facebook.com/groups/407291995990526/permalink/3374565882596441;117;CT_117
pg_1004;Informazione Conoscenza Libert«ˇ;1190;Thu Oct 15 2020 11:54:13 GMT+0000;5;Facebook;https://www.facebook.com/groups/384753861955462/permalink/1043187432778765;4;CT_4
pg_1004;Informazione Conoscenza Libert«ˇ;1190;Thu Oct 15 2020 20:00:00 GMT+0000;2;Facebook;https://www.facebook.com/groups/384753861955462/permalink/1043504969413678;4;CT_4
pg_1004;Informazione Conoscenza Libert«ˇ;1253;Fri Oct 16 2020 21:12:47 GMT+0000;1;Facebook;https://www.facebook.com/groups/384753861955462/permalink/1044366042660904;17;CT_17
pg_1004;Informazione Conoscenza Libert«ˇ;1330;Sat Nov 07 2020 18:30:16 GMT+0000;3;Facebook;https://www.facebook.com/groups/384753861955462/permalink/1061634134267428;75;CT_75
pg_1004;Informazione Conoscenza Libert«ˇ;1334;Tue Nov 10 2020 01:32:14 GMT+0000;2;Facebook;https://www.facebook.com/groups/384753861955462/permalink/1064961313934710;76;CT_76
pg_1004;Informazione Conoscenza Libert«ˇ;1338;Wed Nov 11 2020 01:26:10 GMT+0000;6;Facebook;https://www.facebook.com/groups/384753861955462/permalink/1065720947192080;97;CT_97
pg_1005;Informazione Consapevole;1235;Wed Sep 30 2020 19:14:13 GMT+0000;1;Facebook;https://www.facebook.com/groups/366132280081974/permalink/3888593137835853;24;CT_24
pg_1005;Informazione Consapevole;1235;Thu Oct 29 2020 12:03:23 GMT+0000;0;Facebook;https://www.facebook.com/groups/366132280081974/permalink/3973931135968719;24;CT_24
pg_1005;Informazione Consapevole;1237;Wed Oct 21 2020 17:53:36 GMT+0000;0;Facebook;https://www.facebook.com/groups/366132280081974/permalink/3952213794807120;24;CT_24
pg_1006;Informazione e Discussione Online;3270;Tue Nov 10 2020 19:08:28 GMT+0000;0;Facebook;https://www.facebook.com/groups/668489093175663/permalink/3810311255660082;117;CT_117
pg_1006;Informazione e Discussione Online;3268;Fri Nov 13 2020 18:48:31 GMT+0000;0;Facebook;https://www.facebook.com/groups/668489093175663/permalink/3819119901445884;117;CT_117
pg_1006;Informazione e Discussione Online;3270;Thu Nov 12 2020 10:28:55 GMT+0000;0;Facebook;https://www.facebook.com/groups/668489093175663/permalink/3815004755190732;117;CT_117
pg_1007;INFORMAZIONE INDIPENDENTE;609;Fri Nov 06 2020 18:43:33 GMT+0000;1;Facebook;https://www.facebook.com/groups/236747657066275/permalink/846405469433821;52;CT_52
pg_1007;INFORMAZIONE INDIPENDENTE;609;Fri Nov 06 2020 13:12:10 GMT+0000;0;Facebook;https://www.facebook.com/groups/236747657066275/permalink/846192079455160;61;CT_61
pg_1007;INFORMAZIONE INDIPENDENTE;611;Sun Nov 15 2020 21:18:32 GMT+0000;1;Facebook;https://www.facebook.com/groups/236747657066275/permalink/853759352031766;138;CT_138
pg_1007;INFORMAZIONE INDIPENDENTE;612;Sat Nov 14 2020 16:22:38 GMT+0000;0;Facebook;https://www.facebook.com/groups/236747657066275/permalink/852781392129562;142;CT_142
pg_1008;INFORMAZIONE LIBERA;2187458;Tue Oct 27 2020 19:30:00 GMT+0000;286;Facebook;https://www.facebook.com/informazionelibera0/posts/10157374661457382;38;CT_38
pg_1008;INFORMAZIONE LIBERA;2122994;Tue May 08 2018 11:30:01 GMT+0000;54;Facebook;https://www.facebook.com/informazionelibera0/posts/10155307078267382;87;CT_87
pg_1008;INFORMAZIONE LIBERA;2186680;Fri Nov 13 2020 17:30:00 GMT+0000;772;Facebook;https://www.facebook.com/informazionelibera0/posts/10157409123872382;119;CT_119
pg_1009;Informazione libera del web;9743;Tue Oct 20 2020 22:29:08 GMT+0000;31;Facebook;https://www.facebook.com/infolibedelweb/posts/175082554165012;13;CT_13
pg_1009;Informazione libera del web;0;Tue Aug 25 2020 07:51:51 GMT+0000;111;Facebook;https://www.facebook.com/infolibedelweb/posts/160361485637119;14;CT_14
pg_1009;Informazione libera del web;9743;Tue Oct 20 2020 12:29:01 GMT+0000;183;Facebook;https://www.facebook.com/infolibedelweb/posts/174979717508629;24;CT_24
pg_1009;Informazione libera del web;11507;Wed Nov 11 2020 07:17:09 GMT+0000;231;Facebook;https://www.facebook.com/infolibedelweb/posts/180533166953284;178;CT_178
pg_1009;Informazione libera del web;10448;Sat Nov 07 2020 20:13:35 GMT+0000;132;Facebook;https://www.facebook.com/infolibedelweb/posts/179639667042634;178;CT_178
pg_101;Ambientalisti Abruzzesi;949;Sat Nov 07 2020 03:20:38 GMT+0000;1;Facebook;https://www.facebook.com/groups/699271980097290/permalink/3805807439443713;117;CT_117
pg_101;Ambientalisti Abruzzesi;952;Fri Nov 13 2020 15:51:11 GMT+0000;0;Facebook;https://www.facebook.com/groups/699271980097290/permalink/3817747161583074;117;CT_117
pg_1010;InFormAzione per il Cambiamento;2122;Sat Nov 14 2020 14:29:49 GMT+0000;0;Facebook;https://www.facebook.com/groups/307117799329871/permalink/4789435527764720;117;CT_117
pg_1011;Ingiustizie e verit«ˇ nascoste del Nostro Paese;3169;Mon Oct 26 2020 21:45:44 GMT+0000;0;Facebook;https://www.facebook.com/groups/405232372855383/permalink/3693633507348570;3;CT_3
pg_1011;Ingiustizie e verit«ˇ nascoste del Nostro Paese;3169;Mon Oct 26 2020 21:45:44 GMT+0000;0;Facebook;https://www.facebook.com/groups/405232372855383/permalink/3693633507348570;11;CT_11
pg_1011;Ingiustizie e verit«ˇ nascoste del Nostro Paese;3170;Wed Oct 28 2020 21:01:04 GMT+0000;0;Facebook;https://www.facebook.com/groups/405232372855383/permalink/3699292690115985;19;CT_19
pg_1011;Ingiustizie e verit«ˇ nascoste del Nostro Paese;3174;Sat Nov 07 2020 02:00:59 GMT+0000;0;Facebook;https://www.facebook.com/groups/405232372855383/permalink/3725501334161787;61;CT_61
pg_1011;Ingiustizie e verit«ˇ nascoste del Nostro Paese;3174;Sat Nov 07 2020 01:57:23 GMT+0000;0;Facebook;https://www.facebook.com/groups/405232372855383/permalink/3725495080829079;61;CT_61
pg_1011;Ingiustizie e verit«ˇ nascoste del Nostro Paese;3174;Fri Nov 06 2020 22:17:21 GMT+0000;1;Facebook;https://www.facebook.com/groups/405232372855383/permalink/3725102557534998;78;CT_78
pg_1011;Ingiustizie e verit«ˇ nascoste del Nostro Paese;3168;Tue Sep 08 2020 17:26:42 GMT+0000;1;Facebook;https://www.facebook.com/groups/405232372855383/permalink/3541172865927969;109;CT_109
pg_1011;Ingiustizie e verit«ˇ nascoste del Nostro Paese;3165;Sat Sep 26 2020 00:57:24 GMT+0000;0;Facebook;https://www.facebook.com/groups/405232372855383/permalink/3597802476931674;109;CT_109
pg_1011;Ingiustizie e verit«ˇ nascoste del Nostro Paese;3174;Fri Nov 06 2020 12:47:18 GMT+0000;1;Facebook;https://www.facebook.com/groups/405232372855383/permalink/3723788894333031;132;CT_132
pg_1011;Ingiustizie e verit«ˇ nascoste del Nostro Paese;3173;Wed Nov 18 2020 12:38:43 GMT+0000;0;Facebook;https://www.facebook.com/groups/405232372855383/permalink/3758271870884733;157;CT_157
pg_1011;Ingiustizie e verit«ˇ nascoste del Nostro Paese;3174;Sat Nov 07 2020 13:13:16 GMT+0000;0;Facebook;https://www.facebook.com/groups/405232372855383/permalink/3726758467369407;178;CT_178
pg_1011;Ingiustizie e verit«ˇ nascoste del Nostro Paese;3173;Wed Nov 18 2020 13:47:57 GMT+0000;0;Facebook;https://www.facebook.com/groups/405232372855383/permalink/3758422397536347;193;CT_193
pg_1012;iniziativa quorum zero e pi«˚ democrazia;2325;Wed Nov 04 2020 18:59:24 GMT+0000;2;Facebook;https://www.facebook.com/groups/116774758409798/permalink/3438529836234257;117;CT_117
pg_1012;iniziativa quorum zero e pi«˚ democrazia;2323;Sat Nov 14 2020 18:24:38 GMT+0000;0;Facebook;https://www.facebook.com/groups/116774758409798/permalink/3465879126832661;117;CT_117
pg_1013;Inquinamento PFAS in Veneto;1680;Tue Oct 27 2020 11:08:19 GMT+0000;1;Facebook;https://www.facebook.com/groups/591348531002446/permalink/2130259583777992;19;CT_19
pg_1014;Insegnanti ARRABBIATI;3427;Wed Nov 04 2020 09:11:39 GMT+0000;1;Facebook;https://www.facebook.com/groups/294639960648737/permalink/3326669247445778;117;CT_117
pg_1014;Insegnanti ARRABBIATI;3439;Fri Jul 24 2020 17:41:19 GMT+0000;1;Facebook;https://www.facebook.com/groups/294639960648737/permalink/3026705824108790;117;CT_117
pg_1015;Insegnanti&Docenti;7045;Thu Nov 12 2020 17:24:21 GMT+0000;0;Facebook;https://www.facebook.com/groups/442616192572458/permalink/1720211341479597;119;CT_119
pg_1015;Insegnanti&Docenti;7085;Fri Nov 13 2020 15:16:53 GMT+0000;1;Facebook;https://www.facebook.com/groups/442616192572458/permalink/1721081198059278;133;CT_133
pg_1015;Insegnanti&Docenti;7216;Tue Nov 17 2020 13:00:57 GMT+0000;0;Facebook;https://www.facebook.com/groups/442616192572458/permalink/1724898717677526;151;CT_151
pg_1016;Inside Original Dancers Lisa Marini;631;Tue Oct 20 2020 21:23:37 GMT+0000;2;Facebook;https://www.facebook.com/insideoriginaldancers/posts/10159512421174063;166;CT_166
pg_1017;Insieme ... Orgogliosamente ITALIANI;9683;Mon Aug 17 2020 12:59:20 GMT+0000;19;Facebook;https://www.facebook.com/groups/1118800508507694/permalink/1430519777335764;2;CT_2
pg_1017;Insieme ... Orgogliosamente ITALIANI;9550;Fri Aug 14 2020 14:08:12 GMT+0000;0;Facebook;https://www.facebook.com/groups/1118800508507694/permalink/1427857074268701;2;CT_2
pg_1017;Insieme ... Orgogliosamente ITALIANI;10266;Wed Oct 14 2020 20:47:51 GMT+0000;3;Facebook;https://www.facebook.com/groups/1118800508507694/permalink/1483017242086017;4;CT_4
pg_1017;Insieme ... Orgogliosamente ITALIANI;10272;Wed Oct 21 2020 08:14:17 GMT+0000;0;Facebook;https://www.facebook.com/groups/1118800508507694/permalink/1489189674802107;7;CT_7
pg_1017;Insieme ... Orgogliosamente ITALIANI;10267;Sat Oct 17 2020 11:21:20 GMT+0000;3;Facebook;https://www.facebook.com/groups/1118800508507694/permalink/1485541548500253;17;CT_17
pg_1017;Insieme ... Orgogliosamente ITALIANI;10250;Wed Oct 28 2020 20:06:12 GMT+0000;2;Facebook;https://www.facebook.com/groups/1118800508507694/permalink/1496417940745947;19;CT_19
pg_1017;Insieme ... Orgogliosamente ITALIANI;10248;Thu Oct 29 2020 12:24:46 GMT+0000;3;Facebook;https://www.facebook.com/groups/1118800508507694/permalink/1497057897348618;43;CT_43
pg_1017;Insieme ... Orgogliosamente ITALIANI;10272;Tue Oct 20 2020 20:04:34 GMT+0000;1;Facebook;https://www.facebook.com/groups/1118800508507694/permalink/1488738548180553;47;CT_47
pg_1017;Insieme ... Orgogliosamente ITALIANI;10245;Fri Nov 06 2020 17:17:04 GMT+0000;9;Facebook;https://www.facebook.com/groups/1118800508507694/permalink/1504797133241361;60;CT_60
pg_1017;Insieme ... Orgogliosamente ITALIANI;10245;Fri Nov 06 2020 17:14:21 GMT+0000;0;Facebook;https://www.facebook.com/groups/1118800508507694/permalink/1504795359908205;60;CT_60
pg_1017;Insieme ... Orgogliosamente ITALIANI;10245;Fri Nov 06 2020 21:43:54 GMT+0000;0;Facebook;https://www.facebook.com/groups/1118800508507694/permalink/1504979469889794;61;CT_61
pg_1017;Insieme ... Orgogliosamente ITALIANI;8473;Thu May 07 2020 10:21:21 GMT+0000;9;Facebook;https://www.facebook.com/groups/1118800508507694/permalink/1342926959428380;66;CT_66
pg_1017;Insieme ... Orgogliosamente ITALIANI;10243;Thu Nov 05 2020 23:44:50 GMT+0000;5;Facebook;https://www.facebook.com/groups/1118800508507694/permalink/1504123013308773;120;CT_120
pg_1017;Insieme ... Orgogliosamente ITALIANI;9867;Thu Aug 27 2020 06:58:41 GMT+0000;170;Facebook;https://www.facebook.com/groups/1118800508507694/permalink/1439220063132402;136;CT_136
pg_1017;Insieme ... Orgogliosamente ITALIANI;10162;Fri Sep 18 2020 13:34:01 GMT+0000;287;Facebook;https://www.facebook.com/groups/1118800508507694/permalink/1459350791119329;174;CT_174
pg_1017;Insieme ... Orgogliosamente ITALIANI;10173;Sat Sep 19 2020 14:59:08 GMT+0000;108;Facebook;https://www.facebook.com/groups/1118800508507694/permalink/1460291524358589;174;CT_174
pg_1017;Insieme ... Orgogliosamente ITALIANI;10240;Tue Nov 10 2020 20:26:41 GMT+0000;1;Facebook;https://www.facebook.com/groups/1118800508507694/permalink/1508700509517690;178;CT_178
pg_1018;INSIEME PER LA CALABRIA;2012;Sat Nov 07 2020 19:37:56 GMT+0000;0;Facebook;https://www.facebook.com/groups/231730045478/permalink/10158867528250479;69;CT_69
pg_1019;Insieme Uniti;0;Fri Apr 24 2020 15:17:19 GMT+0000;10;Facebook;https://www.facebook.com/groups/821315028392866/permalink/824945621363140;95;CT_95
pg_102;AMBIENTE&FUTURO GENOVA;633;Sat Nov 21 2020 19:55:21 GMT+0000;3;Facebook;https://www.facebook.com/groups/259873347416940/permalink/4699056120165285;177;CT_177
pg_1020;INSORGENTI ITALIA;3425;Sun Oct 04 2020 03:07:58 GMT+0000;0;Facebook;https://www.facebook.com/groups/330252253972495/permalink/1358076891190021;14;CT_14
pg_1020;INSORGENTI ITALIA;3403;Fri Nov 13 2020 08:43:17 GMT+0000;7;Facebook;https://www.facebook.com/groups/330252253972495/permalink/1394715984192778;85;CT_85
pg_1020;INSORGENTI ITALIA;3401;Sat Nov 14 2020 21:09:54 GMT+0000;1;Facebook;https://www.facebook.com/groups/330252253972495/permalink/1396196644044712;101;CT_101
pg_1020;INSORGENTI ITALIA;3424;Mon Oct 19 2020 20:23:47 GMT+0000;1;Facebook;https://www.facebook.com/groups/330252253972495/permalink/1372249189772791;120;CT_120
pg_1020;INSORGENTI ITALIA;3401;Tue Nov 17 2020 18:49:26 GMT+0000;1;Facebook;https://www.facebook.com/groups/330252253972495/permalink/1398792883785088;156;CT_156
pg_1020;INSORGENTI ITALIA;3401;Wed Nov 18 2020 14:30:09 GMT+0000;0;Facebook;https://www.facebook.com/groups/330252253972495/permalink/1399454387052271;193;CT_193
pg_1021;Insurrezione - condivisione;1429;Thu Nov 05 2020 22:20:44 GMT+0000;10;Facebook;https://www.facebook.com/groups/131450557611438/permalink/837707813652372;75;CT_75
pg_1021;Insurrezione - condivisione;1429;Wed Nov 11 2020 08:48:21 GMT+0000;7;Facebook;https://www.facebook.com/groups/131450557611438/permalink/838083493614804;75;CT_75
pg_1022;INTERESSE NAZIONALE;1757;Fri Apr 10 2020 20:34:54 GMT+0000;3;Facebook;https://www.facebook.com/groups/650986465094430/permalink/1295907413935662;66;CT_66
pg_1022;INTERESSE NAZIONALE;1803;Fri Nov 06 2020 07:29:43 GMT+0000;11;Facebook;https://www.facebook.com/groups/650986465094430/permalink/1480284642164604;75;CT_75
pg_1022;INTERESSE NAZIONALE;1735;Sat Apr 04 2020 15:20:19 GMT+0000;4;Facebook;https://www.facebook.com/groups/650986465094430/permalink/1290818687777868;95;CT_95
pg_1023;International Movement for citizen direct democracy;2362;Sat Nov 14 2020 13:40:56 GMT+0000;24;Facebook;https://www.facebook.com/groups/435536859848931/permalink/3368472596555328;122;CT_122
pg_1024;Invenzioni scomode;11857;Mon Aug 03 2020 21:39:55 GMT+0000;38;Facebook;https://www.facebook.com/groups/239719082777104/permalink/3209185039163812;2;CT_2
pg_1024;Invenzioni scomode;11793;Wed Sep 30 2020 20:36:09 GMT+0000;86;Facebook;https://www.facebook.com/groups/239719082777104/permalink/3385024738246507;24;CT_24
pg_1024;Invenzioni scomode;11790;Mon Oct 05 2020 20:38:51 GMT+0000;12;Facebook;https://www.facebook.com/groups/239719082777104/permalink/3400750236673957;24;CT_24
pg_1024;Invenzioni scomode;11781;Thu Oct 15 2020 12:36:42 GMT+0000;9;Facebook;https://www.facebook.com/groups/239719082777104/permalink/3429966083752372;24;CT_24
pg_1024;Invenzioni scomode;11789;Thu Oct 22 2020 09:59:53 GMT+0000;150;Facebook;https://www.facebook.com/groups/239719082777104/permalink/3447898115292502;33;CT_33
pg_1024;Invenzioni scomode;11778;Tue Oct 27 2020 08:48:50 GMT+0000;22;Facebook;https://www.facebook.com/groups/239719082777104/permalink/3461807630568217;38;CT_38
pg_1024;Invenzioni scomode;11840;Tue Jun 16 2020 16:06:30 GMT+0000;176;Facebook;https://www.facebook.com/groups/239719082777104/permalink/3072679132814404;108;CT_108
pg_1024;Invenzioni scomode;11767;Mon Nov 16 2020 21:47:04 GMT+0000;84;Facebook;https://www.facebook.com/groups/239719082777104/permalink/3519736094775370;150;CT_150
pg_1024;Invenzioni scomode;11767;Tue Nov 17 2020 11:38:47 GMT+0000;53;Facebook;https://www.facebook.com/groups/239719082777104/permalink/3521193881296258;164;CT_164
pg_1024;Invenzioni scomode;11778;Tue Nov 10 2020 19:32:46 GMT+0000;4;Facebook;https://www.facebook.com/groups/239719082777104/permalink/3502093346539645;178;CT_178
pg_1025;Io amo Padova. noi amiamo Padova;3218;Sat Nov 14 2020 21:10:40 GMT+0000;1;Facebook;https://www.facebook.com/groups/196404820809269/permalink/1057048621411547;101;CT_101
pg_1026;IO CAMBIO con Mastromarino Sindaco;4414;Sun Nov 08 2020 12:33:28 GMT+0000;1;Facebook;https://www.facebook.com/groups/192608824111390/permalink/3507837645921808;178;CT_178
pg_1027;io che ho votato no #iovotono;2298;Fri Nov 06 2020 18:25:30 GMT+0000;1;Facebook;https://www.facebook.com/groups/1767471940057338/permalink/1833171580154040;61;CT_61
pg_1027;io che ho votato no #iovotono;2210;Thu Oct 01 2020 02:37:40 GMT+0000;24;Facebook;https://www.facebook.com/groups/1767471940057338/permalink/1799074400230425;166;CT_166
pg_1028;IO CI STO!!!...con ANTONIO INGROIA;6128;Thu Nov 05 2020 21:59:24 GMT+0000;10;Facebook;https://www.facebook.com/groups/529573337061243/permalink/3820589564626254;75;CT_75
pg_1029;Io mi curo con l'omeopatia !;18145;Tue Nov 10 2020 08:04:56 GMT+0000;234;Facebook;https://www.facebook.com/groups/113287338793065/permalink/3315739678547799;76;CT_76
pg_1029;Io mi curo con l'omeopatia !;0;Fri Jan 03 2020 13:31:27 GMT+0000;118;Facebook;https://www.facebook.com/groups/113287338793065/permalink/2536060573182384;95;CT_95
pg_103;AmbienteBio;391734;Fri Nov 13 2020 16:47:03 GMT+0000;418;Facebook;https://www.facebook.com/AmbienteBio/posts/3575001279254720;170;CT_170
pg_103;AmbienteBio;391517;Mon Oct 26 2020 13:00:05 GMT+0000;58;Facebook;https://www.facebook.com/AmbienteBio/posts/3524238520997663;170;CT_170
pg_103;AmbienteBio;391752;Sat Oct 31 2020 17:28:53 GMT+0000;48;Facebook;https://www.facebook.com/AmbienteBio/posts/3538973576190824;170;CT_170
pg_103;AmbienteBio;391651;Tue Nov 17 2020 20:10:25 GMT+0000;349;Facebook;https://www.facebook.com/AmbienteBio/posts/3586077314813783;184;CT_184
pg_1030;IO MI FERMO il popolo si unisce per cambiare il paese;1115;Mon Nov 09 2020 08:15:58 GMT+0000;0;Facebook;https://www.facebook.com/groups/441406073429425/permalink/675391903364173;73;CT_73
pg_1031;IO NON CI STO!!!!;4384;Wed Oct 14 2020 22:08:33 GMT+0000;5;Facebook;https://www.facebook.com/groups/964680003950013/permalink/1107035526381126;4;CT_4
pg_1031;IO NON CI STO!!!!;4029;Thu Jun 11 2020 14:47:27 GMT+0000;13;Facebook;https://www.facebook.com/groups/964680003950013/permalink/999226683828678;8;CT_8
pg_1031;IO NON CI STO!!!!;4031;Sat May 30 2020 18:14:12 GMT+0000;25;Facebook;https://www.facebook.com/groups/964680003950013/permalink/989230541494959;22;CT_22
pg_1031;IO NON CI STO!!!!;4443;Mon Oct 26 2020 22:19:46 GMT+0000;3;Facebook;https://www.facebook.com/groups/964680003950013/permalink/1117842661967079;38;CT_38
pg_1031;IO NON CI STO!!!!;4030;Wed Jun 24 2020 12:52:48 GMT+0000;0;Facebook;https://www.facebook.com/groups/964680003950013/permalink/1009834476101232;48;CT_48
pg_1031;IO NON CI STO!!!!;4490;Tue Nov 10 2020 17:23:47 GMT+0000;9;Facebook;https://www.facebook.com/groups/964680003950013/permalink/1130187417399270;79;CT_79
pg_1031;IO NON CI STO!!!!;4491;Sat Nov 14 2020 12:28:43 GMT+0000;12;Facebook;https://www.facebook.com/groups/964680003950013/permalink/1133344287083583;95;CT_95
pg_1031;IO NON CI STO!!!!;4030;Fri Jun 12 2020 13:45:43 GMT+0000;16;Facebook;https://www.facebook.com/groups/964680003950013/permalink/1000003187084361;108;CT_108
pg_1031;IO NON CI STO!!!!;4487;Sun Nov 08 2020 18:35:12 GMT+0000;18;Facebook;https://www.facebook.com/groups/964680003950013/permalink/1128592917558720;111;CT_111
pg_1031;IO NON CI STO!!!!;4491;Thu Nov 12 2020 13:49:39 GMT+0000;6;Facebook;https://www.facebook.com/groups/964680003950013/permalink/1131701797247832;121;CT_121
pg_1031;IO NON CI STO!!!!;4280;Fri Sep 04 2020 10:56:07 GMT+0000;1;Facebook;https://www.facebook.com/groups/964680003950013/permalink/1071431329941546;123;CT_123
pg_1031;IO NON CI STO!!!!;4480;Wed Nov 04 2020 14:47:04 GMT+0000;52;Facebook;https://www.facebook.com/groups/964680003950013/permalink/1125096527908359;128;CT_128
pg_1031;IO NON CI STO!!!!;4468;Fri Oct 30 2020 18:04:41 GMT+0000;2;Facebook;https://www.facebook.com/groups/964680003950013/permalink/1121059108312101;135;CT_135
pg_1032;IO NON CI STO......E TU ?!;440;Sun Oct 25 2020 21:41:46 GMT+0000;4;Facebook;https://www.facebook.com/groups/774012025988907/permalink/3758837824172964;1;CT_1
pg_1032;IO NON CI STO......E TU ?!;444;Thu Oct 01 2020 18:27:02 GMT+0000;10;Facebook;https://www.facebook.com/groups/774012025988907/permalink/3688190467904367;166;CT_166
pg_1032;IO NON CI STO......E TU ?!;444;Tue Sep 29 2020 21:51:13 GMT+0000;9;Facebook;https://www.facebook.com/groups/774012025988907/permalink/3682192391837508;166;CT_166
pg_1033;Io parlo e continuo a parlare e continuer«˝ a parlare;1770;Thu Oct 29 2020 19:39:17 GMT+0000;0;Facebook;https://www.facebook.com/groups/215452708628869/permalink/1715898195250972;32;CT_32
pg_1033;Io parlo e continuo a parlare e continuer«˝ a parlare;1767;Fri Nov 06 2020 20:58:46 GMT+0000;0;Facebook;https://www.facebook.com/groups/215452708628869/permalink/1723441084496683;61;CT_61
pg_1033;Io parlo e continuo a parlare e continuer«˝ a parlare;1766;Sun Nov 08 2020 16:24:49 GMT+0000;0;Facebook;https://www.facebook.com/groups/215452708628869/permalink/1725244087649716;72;CT_72
pg_1033;Io parlo e continuo a parlare e continuer«˝ a parlare;1764;Fri Nov 13 2020 11:31:38 GMT+0000;0;Facebook;https://www.facebook.com/groups/215452708628869/permalink/1729686067205518;93;CT_93
pg_1033;Io parlo e continuo a parlare e continuer«˝ a parlare;1764;Thu Nov 12 2020 17:31:16 GMT+0000;0;Facebook;https://www.facebook.com/groups/215452708628869/permalink/1729010590606399;119;CT_119
pg_1034;Io penso  per te «˘ un problema?;0;Tue Jun 30 2020 23:16:13 GMT+0000;1;Facebook;https://www.facebook.com/100228251650326/posts/146489510357533;95;CT_95
pg_1035;IO RESTO A CASA;3583;Thu Oct 22 2020 17:08:41 GMT+0000;1;Facebook;https://www.facebook.com/Iorimangoacasa/posts/184149543221179;9;CT_9
pg_1035;IO RESTO A CASA;3678;Mon Oct 26 2020 20:18:09 GMT+0000;0;Facebook;https://www.facebook.com/Iorimangoacasa/posts/185244619778338;9;CT_9
